row_index,doc_id,source_id,label_aktual,kombinasi,n_fitur,prediksi,probabilitas_AI,benar
0,0,0,0,tfidf+bert+perp,3,0,0.025979023827512677,True
1,1,0,1,tfidf+bert+perp,3,1,0.9989910510548049,True
2,2,1,0,tfidf+bert+perp,3,0,0.0008818680297204042,True
3,3,1,1,tfidf+bert+perp,3,1,0.9903362530763179,True
4,4,2,0,tfidf+bert+perp,3,0,0.007711637827820543,True
5,5,2,1,tfidf+bert+perp,3,1,0.8036235050592161,True
6,6,3,0,tfidf+bert+perp,3,0,0.004131553376678579,True
7,7,3,1,tfidf+bert+perp,3,1,0.9998767431117555,True
8,8,4,0,tfidf+bert+perp,3,0,0.0031874385475477527,True
9,9,4,1,tfidf+bert+perp,3,1,0.998155670550309,True
10,10,5,0,tfidf+bert+perp,3,0,0.0010248057485007008,True
11,11,5,1,tfidf+bert+perp,3,1,0.9204532548003453,True
12,12,6,0,tfidf+bert+perp,3,0,0.00010971182745365415,True
13,13,6,1,tfidf+bert+perp,3,1,0.9922683381977198,True
14,14,7,0,tfidf+bert+perp,3,0,0.0005482504226703007,True
15,15,7,1,tfidf+bert+perp,3,1,0.9950557915931012,True
16,16,8,0,tfidf+bert+perp,3,0,0.004482602796620505,True
17,17,8,1,tfidf+bert+perp,3,1,0.9996665502387195,True
18,18,9,0,tfidf+bert+perp,3,1,0.5342479546478427,False
19,19,9,1,tfidf+bert+perp,3,1,0.9983390595544678,True
20,20,10,0,tfidf+bert+perp,3,0,0.007509183126184316,True
21,21,10,1,tfidf+bert+perp,3,1,0.99639352196915,True
22,22,11,0,tfidf+bert+perp,3,0,0.0046708224702150395,True
23,23,11,1,tfidf+bert+perp,3,1,0.9830202650902155,True
24,24,12,0,tfidf+bert+perp,3,0,0.011701846436320546,True
25,25,12,1,tfidf+bert+perp,3,1,0.9896863502410381,True
26,26,13,0,tfidf+bert+perp,3,0,0.029478822585058028,True
27,27,13,1,tfidf+bert+perp,3,1,0.9962988082842741,True
28,28,14,0,tfidf+bert+perp,3,0,0.00042495901607297496,True
29,29,14,1,tfidf+bert+perp,3,1,0.9955815526002016,True
30,30,15,0,tfidf+bert+perp,3,0,0.008094415375845293,True
31,31,15,1,tfidf+bert+perp,3,1,0.9990109562714806,True
32,32,16,0,tfidf+bert+perp,3,0,0.050404998027712894,True
33,33,16,1,tfidf+bert+perp,3,1,0.9985578501530267,True
34,34,17,0,tfidf+bert+perp,3,0,0.0016203786759184649,True
35,35,17,1,tfidf+bert+perp,3,1,0.9997529006479322,True
36,36,18,0,tfidf+bert+perp,3,0,0.002742992735976027,True
37,37,18,1,tfidf+bert+perp,3,1,0.9987927408797287,True
38,38,19,0,tfidf+bert+perp,3,0,0.030057419542747158,True
39,39,19,1,tfidf+bert+perp,3,1,0.9976407078778123,True
40,40,20,0,tfidf+bert+perp,3,0,0.0013453534575447298,True
41,41,20,1,tfidf+bert+perp,3,1,0.9750727876484927,True
42,42,21,0,tfidf+bert+perp,3,0,0.014372955967278079,True
43,43,21,1,tfidf+bert+perp,3,1,0.972168819372786,True
44,44,22,0,tfidf+bert+perp,3,0,0.007763121691536729,True
45,45,22,1,tfidf+bert+perp,3,1,0.9991504858831237,True
46,46,23,0,tfidf+bert+perp,3,0,8.356943488102819e-05,True
47,47,23,1,tfidf+bert+perp,3,1,0.9997039873405142,True
48,48,24,0,tfidf+bert+perp,3,0,0.023983873200333017,True
49,49,24,1,tfidf+bert+perp,3,1,0.9866837036008484,True
50,50,25,0,tfidf+bert+perp,3,0,0.00229401637419028,True
51,51,25,1,tfidf+bert+perp,3,1,0.9948455708813764,True
52,52,26,0,tfidf+bert+perp,3,0,0.036006153701777836,True
53,53,26,1,tfidf+bert+perp,3,1,0.9972225600230132,True
54,54,27,0,tfidf+bert+perp,3,0,0.0006671487444789432,True
55,55,27,1,tfidf+bert+perp,3,1,0.9783577970569431,True
56,56,28,0,tfidf+bert+perp,3,1,0.6336747310191215,False
57,57,28,1,tfidf+bert+perp,3,1,0.9989960092896517,True
58,58,29,0,tfidf+bert+perp,3,0,0.031076237028907112,True
59,59,29,1,tfidf+bert+perp,3,1,0.9991851544001771,True
60,60,30,0,tfidf+bert+perp,3,0,0.009383186095539111,True
61,61,30,1,tfidf+bert+perp,3,1,0.9998371382007262,True
62,62,31,0,tfidf+bert+perp,3,0,0.003610066100806824,True
63,63,31,1,tfidf+bert+perp,3,1,0.9227430103674159,True
64,64,32,0,tfidf+bert+perp,3,0,0.009266234269904595,True
65,65,32,1,tfidf+bert+perp,3,0,0.004456603098666891,False
66,66,33,0,tfidf+bert+perp,3,0,0.0016936020438825504,True
67,67,33,1,tfidf+bert+perp,3,1,0.9977809118208885,True
68,68,34,0,tfidf+bert+perp,3,0,0.006488232860403594,True
69,69,34,1,tfidf+bert+perp,3,1,0.994180297219631,True
70,70,35,0,tfidf+bert+perp,3,0,0.05251968368025045,True
71,71,35,1,tfidf+bert+perp,3,1,0.9967183407957957,True
72,72,36,0,tfidf+bert+perp,3,0,0.0014299172479569848,True
73,73,36,1,tfidf+bert+perp,3,1,0.9860591692609864,True
74,74,37,0,tfidf+bert+perp,3,0,0.00011238573760036208,True
75,75,37,1,tfidf+bert+perp,3,1,0.9989802291931261,True
76,76,38,0,tfidf+bert+perp,3,0,0.04782111440355284,True
77,77,38,1,tfidf+bert+perp,3,1,0.9989804934978275,True
78,78,39,0,tfidf+bert+perp,3,0,0.008538693550607773,True
79,79,39,1,tfidf+bert+perp,3,1,0.9988526786592805,True
80,80,40,0,tfidf+bert+perp,3,0,0.02410863131061678,True
81,81,40,1,tfidf+bert+perp,3,1,0.9923800351925747,True
82,82,41,0,tfidf+bert+perp,3,0,0.0020409401056116056,True
83,83,41,1,tfidf+bert+perp,3,1,0.9680363868293,True
84,84,42,0,tfidf+bert+perp,3,0,0.002346623780617004,True
85,85,42,1,tfidf+bert+perp,3,1,0.9973813710604942,True
86,86,43,0,tfidf+bert+perp,3,0,0.010599668018654843,True
87,87,43,1,tfidf+bert+perp,3,1,0.9956273596809561,True
88,88,44,0,tfidf+bert+perp,3,0,0.007419542392104049,True
89,89,44,1,tfidf+bert+perp,3,1,0.7870601529662437,True
90,90,45,0,tfidf+bert+perp,3,0,0.14736214430897124,True
91,91,45,1,tfidf+bert+perp,3,1,0.7329472081967995,True
92,92,46,0,tfidf+bert+perp,3,0,0.0014997030924312532,True
93,93,46,1,tfidf+bert+perp,3,1,0.9999226747763943,True
94,94,47,0,tfidf+bert+perp,3,0,0.0019461944689081823,True
95,95,47,1,tfidf+bert+perp,3,1,0.998350620790569,True
96,96,48,0,tfidf+bert+perp,3,0,0.0031027912759233416,True
97,97,48,1,tfidf+bert+perp,3,1,0.8698469592670125,True
98,98,49,0,tfidf+bert+perp,3,0,0.011369037455177457,True
99,99,49,1,tfidf+bert+perp,3,1,0.9976715519110977,True
100,100,50,0,tfidf+bert+perp,3,0,0.010833407327156694,True
101,101,50,1,tfidf+bert+perp,3,1,0.999676783524411,True
102,102,51,0,tfidf+bert+perp,3,0,0.013163124914049541,True
103,103,51,1,tfidf+bert+perp,3,1,0.9996933346493154,True
